date,warehouse_id,product_id,units_demanded,units_fulfilled,stockout_flag,ending_inventory
2025-10-11,WH-EAST,PRD-0005,18,18,0,594
2025-10-12,WH-EAST,PRD-0005,25,25,0,569
2025-10-13,WH-EAST,PRD-0005,16,16,0,553
2025-10-14,WH-EAST,PRD-0005,20,20,0,533
2025-10-15,WH-EAST,PRD-0005,21,21,0,512
2025-10-16,WH-EAST,PRD-0005,27,27,0,485
2025-10-17,WH-EAST,PRD-0005,7,7,0,478
2025-10-18,WH-EAST,PRD-0005,15,15,0,463
2025-10-19,WH-EAST,PRD-0005,23,23,0,440
2025-10-20,WH-EAST,PRD-0005,27,27,0,413
2025-10-21,WH-EAST,PRD-0005,19,19,0,394
2025-10-22,WH-EAST,PRD-0005,16,16,0,378
2025-10-23,WH-EAST,PRD-0005,22,22,0,356
2025-10-24,WH-EAST,PRD-0005,23,23,0,333
2025-10-25,WH-EAST,PRD-0005,15,15,0,318
2025-10-26,WH-EAST,PRD-0005,20,20,0,298
2025-10-27,WH-EAST,PRD-0005,25,25,0,273
2025-10-28,WH-EAST,PRD-0005,29,29,0,244
2025-10-29,WH-EAST,PRD-0005,22,22,0,222
2025-10-30,WH-EAST,PRD-0005,18,18,0,204
2025-10-31,WH-EAST,PRD-0005,17,17,0,187
2025-11-01,WH-EAST,PRD-0005,27,27,0,160
2025-11-02,WH-EAST,PRD-0005,29,29,0,131
2025-11-03,WH-EAST,PRD-0005,22,22,0,109
2025-11-04,WH-EAST,PRD-0005,36,36,0,73
2025-11-05,WH-EAST,PRD-0005,21,21,0,52
2025-11-06,WH-EAST,PRD-0005,25,25,0,27
2025-11-07,WH-EAST,PRD-0005,29,29,0,763
2025-11-08,WH-EAST,PRD-0005,40,40,0,723
2025-11-09,WH-EAST,PRD-0005,25,25,0,698
2025-11-10,WH-EAST,PRD-0005,24,24,0,674
2025-11-11,WH-EAST,PRD-0005,25,25,0,649
2025-11-12,WH-EAST,PRD-0005,38,38,0,611
2025-11-13,WH-EAST,PRD-0005,11,11,0,600
2025-11-14,WH-EAST,PRD-0005,22,22,0,578
2025-11-15,WH-EAST,PRD-0005,45,45,0,533
2025-11-16,WH-EAST,PRD-0005,32,32,0,501
2025-11-17,WH-EAST,PRD-0005,21,21,0,480
2025-11-18,WH-EAST,PRD-0005,28,28,0,452
2025-11-19,WH-EAST,PRD-0005,28,28,0,424
2025-11-20,WH-EAST,PRD-0005,38,38,0,386
2025-11-21,WH-EAST,PRD-0005,45,45,0,341
2025-11-22,WH-EAST,PRD-0005,36,36,0,305
2025-11-23,WH-EAST,PRD-0005,30,30,0,275
2025-11-24,WH-EAST,PRD-0005,38,38,0,237
2025-11-25,WH-EAST,PRD-0005,29,29,0,208
2025-11-26,WH-EAST,PRD-0005,27,27,0,181
2025-11-27,WH-EAST,PRD-0005,28,28,0,153
2025-11-28,WH-EAST,PRD-0005,26,26,0,127
2025-11-29,WH-EAST,PRD-0005,35,35,0,92
2025-11-30,WH-EAST,PRD-0005,26,26,0,66
2025-12-01,WH-EAST,PRD-0005,21,21,0,45
2025-12-02,WH-EAST,PRD-0005,34,34,0,11
2025-12-03,WH-EAST,PRD-0005,37,37,0,739
2025-12-04,WH-EAST,PRD-0005,37,37,0,702
2025-12-05,WH-EAST,PRD-0005,50,50,0,652
2025-12-06,WH-EAST,PRD-0005,36,36,0,616
2025-12-07,WH-EAST,PRD-0005,46,46,0,570
2025-12-08,WH-EAST,PRD-0005,40,40,0,530
2025-12-09,WH-EAST,PRD-0005,40,40,0,490
2025-12-10,WH-EAST,PRD-0005,35,35,0,455
2025-12-11,WH-EAST,PRD-0005,40,40,0,415
2025-12-12,WH-EAST,PRD-0005,36,36,0,379
2025-12-13,WH-EAST,PRD-0005,41,41,0,338
2025-12-14,WH-EAST,PRD-0005,39,39,0,299
2025-12-15,WH-EAST,PRD-0005,34,34,0,265
2025-12-16,WH-EAST,PRD-0005,46,46,0,219
2025-12-17,WH-EAST,PRD-0005,43,43,0,176
2025-12-18,WH-EAST,PRD-0005,41,41,0,135
2025-12-19,WH-EAST,PRD-0005,40,40,0,95
2025-12-20,WH-EAST,PRD-0005,35,35,0,60
2025-12-21,WH-EAST,PRD-0005,41,41,0,19
2025-12-22,WH-EAST,PRD-0005,36,19,1,0
2025-12-23,WH-EAST,PRD-0005,34,0,1,0
2025-12-24,WH-EAST,PRD-0005,30,0,1,0
2025-12-25,WH-EAST,PRD-0005,38,0,1,0
2025-12-26,WH-EAST,PRD-0005,31,0,1,0
2025-12-27,WH-EAST,PRD-0005,24,24,0,741
2025-12-28,WH-EAST,PRD-0005,43,43,0,698
2025-12-29,WH-EAST,PRD-0005,33,33,0,665
2025-12-30,WH-EAST,PRD-0005,36,36,0,629
2025-12-31,WH-EAST,PRD-0005,33,33,0,596
2024-01-01,WH-EAST,PRD-0010,6,6,0,1048
2024-01-02,WH-EAST,PRD-0010,1,1,0,1047
2024-01-03,WH-EAST,PRD-0010,7,7,0,1040
2024-01-04,WH-EAST,PRD-0010,10,10,0,1030
2024-01-05,WH-EAST,PRD-0010,9,9,0,1021
2024-01-06,WH-EAST,PRD-0010,10,10,0,1011
2024-01-07,WH-EAST,PRD-0010,13,13,0,998
2024-01-08,WH-EAST,PRD-0010,10,10,0,988
2024-01-09,WH-EAST,PRD-0010,11,11,0,977
2024-01-10,WH-EAST,PRD-0010,6,6,0,971
2024-01-11,WH-EAST,PRD-0010,5,5,0,966
2024-01-12,WH-EAST,PRD-0010,14,14,0,952
2024-01-13,WH-EAST,PRD-0010,9,9,0,943
2024-01-14,WH-EAST,PRD-0010,7,7,0,936
2024-01-15,WH-EAST,PRD-0010,7,7,0,929
2024-01-16,WH-EAST,PRD-0010,7,7,0,922
2024-01-17,WH-EAST,PRD-0010,7,7,0,915
2024-01-18,WH-EAST,PRD-0010,5,5,0,910
2024-01-19,WH-EAST,PRD-0010,4,4,0,906
2024-01-20,WH-EAST,PRD-0010,8,8,0,898
2024-01-21,WH-EAST,PRD-0010,7,7,0,891
2024-01-22,WH-EAST,PRD-0010,12,12,0,879
2024-01-23,WH-EAST,PRD-0010,10,10,0,869
2024-01-24,WH-EAST,PRD-0010,10,10,0,859
2024-01-25,WH-EAST,PRD-0010,6,6,0,853
2024-01-26,WH-EAST,PRD-0010,8,8,0,845
2024-01-27,WH-EAST,PRD-0010,10,10,0,835
2024-01-28,WH-EAST,PRD-0010,11,11,0,824
2024-01-29,WH-EAST,PRD-0010,8,8,0,816
2024-01-30,WH-EAST,PRD-0010,12,12,0,804
2024-01-31,WH-EAST,PRD-0010,9,9,0,795
2024-02-01,WH-EAST,PRD-0010,9,9,0,786
2024-02-02,WH-EAST,PRD-0010,5,5,0,781
2024-02-03,WH-EAST,PRD-0010,1,1,0,780
2024-02-04,WH-EAST,PRD-0010,8,8,0,772
2024-02-05,WH-EAST,PRD-0010,9,9,0,763
2024-02-06,WH-EAST,PRD-0010,9,9,0,754
2024-02-07,WH-EAST,PRD-0010,8,8,0,746
2024-02-08,WH-EAST,PRD-0010,6,6,0,740
2024-02-09,WH-EAST,PRD-0010,5,5,0,735
2024-02-10,WH-EAST,PRD-0010,9,9,0,726
2024-02-11,WH-EAST,PRD-0010,8,8,0,718
2024-02-12,WH-EAST,PRD-0010,5,5,0,713
2024-02-13,WH-EAST,PRD-0010,10,10,0,703
2024-02-14,WH-EAST,PRD-0010,4,4,0,699
2024-02-15,WH-EAST,PRD-0010,5,5,0,694
2024-02-16,WH-EAST,PRD-0010,12,12,0,682
2024-02-17,WH-EAST,PRD-0010,10,10,0,672
2024-02-18,WH-EAST,PRD-0010,6,6,0,666
2024-02-19,WH-EAST,PRD-0010,8,8,0,658
2024-02-20,WH-EAST,PRD-0010,7,7,0,651
2024-02-21,WH-EAST,PRD-0010,0,0,0,651
2024-02-22,WH-EAST,PRD-0010,4,4,0,647
2024-02-23,WH-EAST,PRD-0010,7,7,0,640
2024-02-24,WH-EAST,PRD-0010,6,6,0,634
2024-02-25,WH-EAST,PRD-0010,8,8,0,626
2024-02-26,WH-EAST,PRD-0010,10,10,0,616
2024-02-27,WH-EAST,PRD-0010,6,6,0,610
2024-02-28,WH-EAST,PRD-0010,4,4,0,606
2024-02-29,WH-EAST,PRD-0010,8,8,0,598
2024-03-01,WH-EAST,PRD-0010,8,8,0,590
2024-03-02,WH-EAST,PRD-0010,8,8,0,582
2024-03-03,WH-EAST,PRD-0010,8,8,0,574
2024-03-04,WH-EAST,PRD-0010,16,16,0,558
2024-03-05,WH-EAST,PRD-0010,2,2,0,556
2024-03-06,WH-EAST,PRD-0010,8,8,0,548
2024-03-07,WH-EAST,PRD-0010,9,9,0,539
2024-03-08,WH-EAST,PRD-0010,6,6,0,533
2024-03-09,WH-EAST,PRD-0010,11,11,0,522
2024-03-10,WH-EAST,PRD-0010,11,11,0,511
2024-03-11,WH-EAST,PRD-0010,9,9,0,502
2024-03-12,WH-EAST,PRD-0010,8,8,0,494
2024-03-13,WH-EAST,PRD-0010,8,8,0,486
2024-03-14,WH-EAST,PRD-0010,8,8,0,478
2024-03-15,WH-EAST,PRD-0010,8,8,0,470
2024-03-16,WH-EAST,PRD-0010,8,8,0,462
2024-03-17,WH-EAST,PRD-0010,9,9,0,453
2024-03-18,WH-EAST,PRD-0010,11,11,0,442
2024-03-19,WH-EAST,PRD-0010,5,5,0,437
2024-03-20,WH-EAST,PRD-0010,6,6,0,431
2024-03-21,WH-EAST,PRD-0010,3,3,0,428
2024-03-22,WH-EAST,PRD-0010,11,11,0,417
2024-03-23,WH-EAST,PRD-0010,9,9,0,408
2024-03-24,WH-EAST,PRD-0010,10,10,0,398
2024-03-25,WH-EAST,PRD-0010,4,4,0,394
2024-03-26,WH-EAST,PRD-0010,14,14,0,380
2024-03-27,WH-EAST,PRD-0010,7,7,0,373
2024-03-28,WH-EAST,PRD-0010,9,9,0,364
2024-03-29,WH-EAST,PRD-0010,11,11,0,353
2024-03-30,WH-EAST,PRD-0010,6,6,0,347
2024-03-31,WH-EAST,PRD-0010,7,7,0,340
2024-04-01,WH-EAST,PRD-0010,9,9,0,331
2024-04-02,WH-EAST,PRD-0010,17,17,0,314
2024-04-03,WH-EAST,PRD-0010,10,10,0,304
2024-04-04,WH-EAST,PRD-0010,14,14,0,290
2024-04-05,WH-EAST,PRD-0010,12,12,0,278
2024-04-06,WH-EAST,PRD-0010,10,10,0,268
2024-04-07,WH-EAST,PRD-0010,6,6,0,262
2024-04-08,WH-EAST,PRD-0010,12,12,0,250
2024-04-09,WH-EAST,PRD-0010,4,4,0,246
2024-04-10,WH-EAST,PRD-0010,14,14,0,232
2024-04-11,WH-EAST,PRD-0010,9,9,0,223
2024-04-12,WH-EAST,PRD-0010,1,1,0,222
2024-04-13,WH-EAST,PRD-0010,8,8,0,214
2024-04-14,WH-EAST,PRD-0010,11,11,0,203
2024-04-15,WH-EAST,PRD-0010,8,8,0,195
2024-04-16,WH-EAST,PRD-0010,11,11,0,184
2024-04-17,WH-EAST,PRD-0010,5,5,0,179
2024-04-18,WH-EAST,PRD-0010,8,8,0,171
2024-04-19,WH-EAST,PRD-0010,9,9,0,162
2024-04-20,WH-EAST,PRD-0010,8,8,0,154
2024-04-21,WH-EAST,PRD-0010,12,12,0,1044
2024-04-22,WH-EAST,PRD-0010,6,6,0,1038
2024-04-23,WH-EAST,PRD-0010,10,10,0,1028
2024-04-24,WH-EAST,PRD-0010,9,9,0,1019
2024-04-25,WH-EAST,PRD-0010,4,4,0,1015
2024-04-26,WH-EAST,PRD-0010,5,5,0,1010
2024-04-27,WH-EAST,PRD-0010,9,9,0,1001
2024-04-28,WH-EAST,PRD-0010,15,15,0,986
2024-04-29,WH-EAST,PRD-0010,10,10,0,976
2024-04-30,WH-EAST,PRD-0010,3,3,0,973
2024-05-01,WH-EAST,PRD-0010,0,0,0,973
2024-05-02,WH-EAST,PRD-0010,11,11,0,962
2024-05-03,WH-EAST,PRD-0010,8,8,0,954
2024-05-04,WH-EAST,PRD-0010,12,12,0,942
2024-05-05,WH-EAST,PRD-0010,6,6,0,936
2024-05-06,WH-EAST,PRD-0010,10,10,0,926
2024-05-07,WH-EAST,PRD-0010,11,11,0,915
2024-05-08,WH-EAST,PRD-0010,7,7,0,908
2024-05-09,WH-EAST,PRD-0010,7,7,0,901
2024-05-10,WH-EAST,PRD-0010,9,9,0,892
2024-05-11,WH-EAST,PRD-0010,10,10,0,882
2024-05-12,WH-EAST,PRD-0010,9,9,0,873
2024-05-13,WH-EAST,PRD-0010,12,12,0,861
2024-05-14,WH-EAST,PRD-0010,7,7,0,854
2024-05-15,WH-EAST,PRD-0010,5,5,0,849
2024-05-16,WH-EAST,PRD-0010,15,15,0,834
2024-05-17,WH-EAST,PRD-0010,7,7,0,827
2024-05-18,WH-EAST,PRD-0010,7,7,0,820
2024-05-19,WH-EAST,PRD-0010,8,8,0,812
2024-05-20,WH-EAST,PRD-0010,9,9,0,803
2024-05-21,WH-EAST,PRD-0010,8,8,0,795
2024-05-22,WH-EAST,PRD-0010,9,9,0,786
2024-05-23,WH-EAST,PRD-0010,9,9,0,777
2024-05-24,WH-EAST,PRD-0010,9,9,0,768
2024-05-25,WH-EAST,PRD-0010,2,2,0,766
2024-05-26,WH-EAST,PRD-0010,14,14,0,752
2024-05-27,WH-EAST,PRD-0010,8,8,0,744
2024-05-28,WH-EAST,PRD-0010,10,10,0,734
2024-05-29,WH-EAST,PRD-0010,5,5,0,729
2024-05-30,WH-EAST,PRD-0010,7,7,0,722
2024-05-31,WH-EAST,PRD-0010,7,7,0,715
2024-06-01,WH-EAST,PRD-0010,13,13,0,702
2024-06-02,WH-EAST,PRD-0010,7,7,0,695
2024-06-03,WH-EAST,PRD-0010,11,11,0,684
2024-06-04,WH-EAST,PRD-0010,7,7,0,677
2024-06-05,WH-EAST,PRD-0010,7,7,0,670
2024-06-06,WH-EAST,PRD-0010,8,8,0,662
2024-06-07,WH-EAST,PRD-0010,13,13,0,649
2024-06-08,WH-EAST,PRD-0010,3,3,0,646
2024-06-09,WH-EAST,PRD-0010,5,5,0,641
2024-06-10,WH-EAST,PRD-0010,3,3,0,638
2024-06-11,WH-EAST,PRD-0010,5,5,0,633
2024-06-12,WH-EAST,PRD-0010,6,6,0,627
2024-06-13,WH-EAST,PRD-0010,4,4,0,623
2024-06-14,WH-EAST,PRD-0010,6,6,0,617
2024-06-15,WH-EAST,PRD-0010,3,3,0,614
2024-06-16,WH-EAST,PRD-0010,6,6,0,608
2024-06-17,WH-EAST,PRD-0010,12,12,0,596
2024-06-18,WH-EAST,PRD-0010,10,10,0,586
2024-06-19,WH-EAST,PRD-0010,9,9,0,577
2024-06-20,WH-EAST,PRD-0010,6,6,0,571
2024-06-21,WH-EAST,PRD-0010,4,4,0,567
2024-06-22,WH-EAST,PRD-0010,5,5,0,562
2024-06-23,WH-EAST,PRD-0010,9,9,0,553
2024-06-24,WH-EAST,PRD-0010,11,11,0,542
2024-06-25,WH-EAST,PRD-0010,11,11,0,531
2024-06-26,WH-EAST,PRD-0010,11,11,0,520
2024-06-27,WH-EAST,PRD-0010,6,6,0,514
2024-06-28,WH-EAST,PRD-0010,9,9,0,505
2024-06-29,WH-EAST,PRD-0010,8,8,0,497
2024-06-30,WH-EAST,PRD-0010,8,8,0,489
2024-07-01,WH-EAST,PRD-0010,15,15,0,474
2024-07-02,WH-EAST,PRD-0010,3,3,0,471
2024-07-03,WH-EAST,PRD-0010,8,8,0,463
2024-07-04,WH-EAST,PRD-0010,12,12,0,451
2024-07-05,WH-EAST,PRD-0010,4,4,0,447
2024-07-06,WH-EAST,PRD-0010,7,7,0,440
2024-07-07,WH-EAST,PRD-0010,7,7,0,433
2024-07-08,WH-EAST,PRD-0010,8,8,0,425
2024-07-09,WH-EAST,PRD-0010,4,4,0,421
2024-07-10,WH-EAST,PRD-0010,11,11,0,410
2024-07-11,WH-EAST,PRD-0010,11,11,0,399
2024-07-12,WH-EAST,PRD-0010,10,10,0,389
2024-07-13,WH-EAST,PRD-0010,6,6,0,383
2024-07-14,WH-EAST,PRD-0010,9,9,0,374
2024-07-15,WH-EAST,PRD-0010,6,6,0,368
2024-07-16,WH-EAST,PRD-0010,8,8,0,360
2024-07-17,WH-EAST,PRD-0010,15,15,0,345
2024-07-18,WH-EAST,PRD-0010,9,9,0,336
2024-07-19,WH-EAST,PRD-0010,5,5,0,331
2024-07-20,WH-EAST,PRD-0010,9,9,0,322
2024-07-21,WH-EAST,PRD-0010,5,5,0,317
2024-07-22,WH-EAST,PRD-0010,5,5,0,312
2024-07-23,WH-EAST,PRD-0010,6,6,0,306
2024-07-24,WH-EAST,PRD-0010,7,7,0,299
2024-07-25,WH-EAST,PRD-0010,12,12,0,287
2024-07-26,WH-EAST,PRD-0010,10,10,0,277
2024-07-27,WH-EAST,PRD-0010,10,10,0,267
2024-07-28,WH-EAST,PRD-0010,5,5,0,262
2024-07-29,WH-EAST,PRD-0010,7,7,0,255
2024-07-30,WH-EAST,PRD-0010,10,10,0,245
2024-07-31,WH-EAST,PRD-0010,7,7,0,238
2024-08-01,WH-EAST,PRD-0010,10,10,0,228
2024-08-02,WH-EAST,PRD-0010,13,13,0,215
2024-08-03,WH-EAST,PRD-0010,10,10,0,205
2024-08-04,WH-EAST,PRD-0010,12,12,0,193
2024-08-05,WH-EAST,PRD-0010,16,16,0,177
2024-08-06,WH-EAST,PRD-0010,13,13,0,164
2024-08-07,WH-EAST,PRD-0010,7,7,0,1059
2024-08-08,WH-EAST,PRD-0010,8,8,0,1051
2024-08-09,WH-EAST,PRD-0010,9,9,0,1042
2024-08-10,WH-EAST,PRD-0010,9,9,0,1033
2024-08-11,WH-EAST,PRD-0010,11,11,0,1022
2024-08-12,WH-EAST,PRD-0010,13,13,0,1009
2024-08-13,WH-EAST,PRD-0010,15,15,0,994
2024-08-14,WH-EAST,PRD-0010,12,12,0,982
2024-08-15,WH-EAST,PRD-0010,10,10,0,972
2024-08-16,WH-EAST,PRD-0010,5,5,0,967
2024-08-17,WH-EAST,PRD-0010,12,12,0,955
2024-08-18,WH-EAST,PRD-0010,11,11,0,944
2024-08-19,WH-EAST,PRD-0010,12,12,0,932
2024-08-20,WH-EAST,PRD-0010,18,18,0,914
2024-08-21,WH-EAST,PRD-0010,15,15,0,899
2024-08-22,WH-EAST,PRD-0010,14,14,0,885
2024-08-23,WH-EAST,PRD-0010,8,8,0,877
2024-08-24,WH-EAST,PRD-0010,10,10,0,867
2024-08-25,WH-EAST,PRD-0010,11,11,0,856
2024-08-26,WH-EAST,PRD-0010,9,9,0,847
2024-08-27,WH-EAST,PRD-0010,13,13,0,834
2024-08-28,WH-EAST,PRD-0010,12,12,0,822
2024-08-29,WH-EAST,PRD-0010,8,8,0,814
2024-08-30,WH-EAST,PRD-0010,15,15,0,799
2024-08-31,WH-EAST,PRD-0010,12,12,0,787
2024-09-01,WH-EAST,PRD-0010,6,6,0,781
2024-09-02,WH-EAST,PRD-0010,11,11,0,770
2024-09-03,WH-EAST,PRD-0010,12,12,0,758
2024-09-04,WH-EAST,PRD-0010,14,14,0,744
2024-09-05,WH-EAST,PRD-0010,10,10,0,734
2024-09-06,WH-EAST,PRD-0010,14,14,0,720
2024-09-07,WH-EAST,PRD-0010,12,12,0,708
2024-09-08,WH-EAST,PRD-0010,7,7,0,701
2024-09-09,WH-EAST,PRD-0010,7,7,0,694
2024-09-10,WH-EAST,PRD-0010,15,15,0,679
2024-09-11,WH-EAST,PRD-0010,15,15,0,664
2024-09-12,WH-EAST,PRD-0010,12,12,0,652
2024-09-13,WH-EAST,PRD-0010,16,16,0,636
2024-09-14,WH-EAST,PRD-0010,15,15,0,621
2024-09-15,WH-EAST,PRD-0010,13,13,0,608
2024-09-16,WH-EAST,PRD-0010,9,9,0,599
2024-09-17,WH-EAST,PRD-0010,17,17,0,582
2024-09-18,WH-EAST,PRD-0010,13,13,0,569
2024-09-19,WH-EAST,PRD-0010,10,10,0,559
2024-09-20,WH-EAST,PRD-0010,9,9,0,550
2024-09-21,WH-EAST,PRD-0010,12,12,0,538
2024-09-22,WH-EAST,PRD-0010,6,6,0,532
2024-09-23,WH-EAST,PRD-0010,13,13,0,519
2024-09-24,WH-EAST,PRD-0010,8,8,0,511
2024-09-25,WH-EAST,PRD-0010,12,12,0,499
2024-09-26,WH-EAST,PRD-0010,10,10,0,489
2024-09-27,WH-EAST,PRD-0010,11,11,0,478
2024-09-28,WH-EAST,PRD-0010,9,9,0,469
2024-09-29,WH-EAST,PRD-0010,11,11,0,458
2024-09-30,WH-EAST,PRD-0010,17,17,0,441
2024-10-01,WH-EAST,PRD-0010,13,13,0,428
2024-10-02,WH-EAST,PRD-0010,10,10,0,418
2024-10-03,WH-EAST,PRD-0010,9,9,0,409
2024-10-04,WH-EAST,PRD-0010,11,11,0,398
2024-10-05,WH-EAST,PRD-0010,12,12,0,386
2024-10-06,WH-EAST,PRD-0010,6,6,0,380
2024-10-07,WH-EAST,PRD-0010,8,8,0,372
2024-10-08,WH-EAST,PRD-0010,3,3,0,369
2024-10-09,WH-EAST,PRD-0010,12,12,0,357
2024-10-10,WH-EAST,PRD-0010,15,15,0,342
2024-10-11,WH-EAST,PRD-0010,9,9,0,333
2024-10-12,WH-EAST,PRD-0010,2,2,0,331
2024-10-13,WH-EAST,PRD-0010,11,11,0,320
2024-10-14,WH-EAST,PRD-0010,6,6,0,314
2024-10-15,WH-EAST,PRD-0010,7,7,0,307
2024-10-16,WH-EAST,PRD-0010,11,11,0,296
2024-10-17,WH-EAST,PRD-0010,9,9,0,287
2024-10-18,WH-EAST,PRD-0010,7,7,0,280
2024-10-19,WH-EAST,PRD-0010,7,7,0,273
2024-10-20,WH-EAST,PRD-0010,9,9,0,264
2024-10-21,WH-EAST,PRD-0010,7,7,0,257
2024-10-22,WH-EAST,PRD-0010,5,5,0,252
2024-10-23,WH-EAST,PRD-0010,8,8,0,244
2024-10-24,WH-EAST,PRD-0010,10,10,0,234
2024-10-25,WH-EAST,PRD-0010,8,8,0,226
2024-10-26,WH-EAST,PRD-0010,4,4,0,222
2024-10-27,WH-EAST,PRD-0010,12,12,0,210
2024-10-28,WH-EAST,PRD-0010,0,0,0,210
2024-10-29,WH-EAST,PRD-0010,7,7,0,203
2024-10-30,WH-EAST,PRD-0010,7,7,0,196
2024-10-31,WH-EAST,PRD-0010,9,9,0,187
2024-11-01,WH-EAST,PRD-0010,17,17,0,170
2024-11-02,WH-EAST,PRD-0010,12,12,0,1060
2024-11-03,WH-EAST,PRD-0010,16,16,0,1044
2024-11-04,WH-EAST,PRD-0010,15,15,0,1029
2024-11-05,WH-EAST,PRD-0010,9,9,0,1020
2024-11-06,WH-EAST,PRD-0010,20,20,0,1000
2024-11-07,WH-EAST,PRD-0010,10,10,0,990
2024-11-08,WH-EAST,PRD-0010,15,15,0,975
2024-11-09,WH-EAST,PRD-0010,15,15,0,960
2024-11-10,WH-EAST,PRD-0010,15,15,0,945
2024-11-11,WH-EAST,PRD-0010,12,12,0,933
2024-11-12,WH-EAST,PRD-0010,16,16,0,917
2024-11-13,WH-EAST,PRD-0010,9,9,0,908
2024-11-14,WH-EAST,PRD-0010,14,14,0,894
2024-11-15,WH-EAST,PRD-0010,12,12,0,882
2024-11-16,WH-EAST,PRD-0010,12,12,0,870
2024-11-17,WH-EAST,PRD-0010,15,15,0,855
2024-11-18,WH-EAST,PRD-0010,17,17,0,838
2024-11-19,WH-EAST,PRD-0010,13,13,0,825
2024-11-20,WH-EAST,PRD-0010,19,19,0,806
2024-11-21,WH-EAST,PRD-0010,17,17,0,789
2024-11-22,WH-EAST,PRD-0010,14,14,0,775
2024-11-23,WH-EAST,PRD-0010,16,16,0,759
2024-11-24,WH-EAST,PRD-0010,16,16,0,743
2024-11-25,WH-EAST,PRD-0010,14,14,0,729
2024-11-26,WH-EAST,PRD-0010,18,18,0,711
2024-11-27,WH-EAST,PRD-0010,17,17,0,694
2024-11-28,WH-EAST,PRD-0010,12,12,0,682
2024-11-29,WH-EAST,PRD-0010,12,12,0,670
2024-11-30,WH-EAST,PRD-0010,18,18,0,652
2024-12-01,WH-EAST,PRD-0010,18,18,0,634
2024-12-02,WH-EAST,PRD-0010,21,21,0,613
2024-12-03,WH-EAST,PRD-0010,22,22,0,591
2024-12-04,WH-EAST,PRD-0010,16,16,0,575
2024-12-05,WH-EAST,PRD-0010,16,16,0,559
2024-12-06,WH-EAST,PRD-0010,25,25,0,534
2024-12-07,WH-EAST,PRD-0010,21,21,0,513
2024-12-08,WH-EAST,PRD-0010,19,19,0,494
2024-12-09,WH-EAST,PRD-0010,17,17,0,477
2024-12-10,WH-EAST,PRD-0010,18,18,0,459
2024-12-11,WH-EAST,PRD-0010,16,16,0,443
2024-12-12,WH-EAST,PRD-0010,23,23,0,420
2024-12-13,WH-EAST,PRD-0010,18,18,0,402
2024-12-14,WH-EAST,PRD-0010,23,23,0,379
2024-12-15,WH-EAST,PRD-0010,19,19,0,360
2024-12-16,WH-EAST,PRD-0010,17,17,0,343
2024-12-17,WH-EAST,PRD-0010,19,19,0,324
2024-12-18,WH-EAST,PRD-0010,12,12,0,312
2024-12-19,WH-EAST,PRD-0010,20,20,0,292
2024-12-20,WH-EAST,PRD-0010,19,19,0,273
2024-12-21,WH-EAST,PRD-0010,23,23,0,250
2024-12-22,WH-EAST,PRD-0010,14,14,0,236
2024-12-23,WH-EAST,PRD-0010,24,24,0,212
2024-12-24,WH-EAST,PRD-0010,23,23,0,189
2024-12-25,WH-EAST,PRD-0010,23,23,0,166
2024-12-26,WH-EAST,PRD-0010,9,9,0,1059
2024-12-27,WH-EAST,PRD-0010,16,16,0,1043
2024-12-28,WH-EAST,PRD-0010,12,12,0,1031
2024-12-29,WH-EAST,PRD-0010,9,9,0,1022
2024-12-30,WH-EAST,PRD-0010,10,10,0,1012
2024-12-31,WH-EAST,PRD-0010,14,14,0,998
2025-01-01,WH-EAST,PRD-0010,6,6,0,992
2025-01-02,WH-EAST,PRD-0010,10,10,0,982
2025-01-03,WH-EAST,PRD-0010,3,3,0,979
2025-01-04,WH-EAST,PRD-0010,2,2,0,977
2025-01-05,WH-EAST,PRD-0010,13,13,0,964
2025-01-06,WH-EAST,PRD-0010,11,11,0,953
2025-01-07,WH-EAST,PRD-0010,6,6,0,947
2025-01-08,WH-EAST,PRD-0010,9,9,0,938
2025-01-09,WH-EAST,PRD-0010,12,12,0,926
2025-01-10,WH-EAST,PRD-0010,10,10,0,916
2025-01-11,WH-EAST,PRD-0010,9,9,0,907
2025-01-12,WH-EAST,PRD-0010,12,12,0,895
2025-01-13,WH-EAST,PRD-0010,6,6,0,889
2025-01-14,WH-EAST,PRD-0010,9,9,0,880
2025-01-15,WH-EAST,PRD-0010,9,9,0,871
2025-01-16,WH-EAST,PRD-0010,8,8,0,863
2025-01-17,WH-EAST,PRD-0010,8,8,0,855
2025-01-18,WH-EAST,PRD-0010,9,9,0,846
2025-01-19,WH-EAST,PRD-0010,9,9,0,837
2025-01-20,WH-EAST,PRD-0010,6,6,0,831
2025-01-21,WH-EAST,PRD-0010,11,11,0,820
2025-01-22,WH-EAST,PRD-0010,6,6,0,814
2025-01-23,WH-EAST,PRD-0010,8,8,0,806
2025-01-24,WH-EAST,PRD-0010,8,8,0,798
2025-01-25,WH-EAST,PRD-0010,10,10,0,788
2025-01-26,WH-EAST,PRD-0010,2,2,0,786
2025-01-27,WH-EAST,PRD-0010,11,11,0,775
2025-01-28,WH-EAST,PRD-0010,7,7,0,768
2025-01-29,WH-EAST,PRD-0010,12,12,0,756
2025-01-30,WH-EAST,PRD-0010,7,7,0,749
2025-01-31,WH-EAST,PRD-0010,9,9,0,740
2025-02-01,WH-EAST,PRD-0010,13,13,0,727
